location,size,total_sqft,bath,price,Place
Electronic City,2 BHK,1128,2,65,Bengaluru
Pattanagere,2 Bedroom,1350,2,90,Bengaluru
Cunningham Road,3 BHK,3875,3,864,Bengaluru
Kasavanhalli,3 BHK,1493,3,82,Bengaluru
8th Phase JP Nagar,2 BHK,1098,2,43.91,Bengaluru
Banashankari,3 BHK,1900,2,170,Bengaluru
Dollars Layout,3 BHK,1460,3,88,Bengaluru
Frazer Town,3 BHK,2350,4,285,Bengaluru
Horamavu Banaswadi,5 Bedroom,1600,5,140,Bengaluru
Varthur,2 BHK,1091,2,32,Bengaluru
Yelahanka,2 BHK,1180,2,42,Bengaluru
Kanakpura Road,2 BHK,1366,3,76.85,Bengaluru
RMV Extension,3 BHK,1685,3,95,Bengaluru
Koramangala,2 BHK,1260,2,100,Bengaluru
Whitefield,3 Bedroom,3010,3,200,Bengaluru
Ramamurthy Nagar,3 Bedroom,1330,4,140,Bengaluru
Mallasandra,2 Bedroom,1200,2,130,Bengaluru
Whitefield,2 BHK,1346,2,96.17,Bengaluru
Chandapura,1 BHK,630,1,13.86,Bengaluru
Sarjapur  Road,3 BHK,1446 - 1506,,98.94,Bengaluru
7th Phase JP Nagar,3 BHK,1850,3,140,Bengaluru
Frazer Town,5 Bedroom,2350,2,423,Bengaluru
Electronic City,2 BHK,755,1,34,Bengaluru
Basaveshwara Nagar Yelahanka,5 Bedroom,800,5,98,Bengaluru
Parappana Agrahara,2 BHK,1194,2,46,Bengaluru
Whitefield,3 BHK,3850,5,316,Bengaluru
Hebbal,4 BHK,4235,4,365,Bengaluru
Kurubarahalli,1 Bedroom,800,1,52,Bengaluru
Rachenahalli,3 BHK,2250,3,195,Bengaluru
Vijayanagar,2 BHK,1352,2,68,Bengaluru
Thanisandra,3 BHK,2002,3,112,Bengaluru
Bileshivale,4 Bedroom,4000,5,280,Bengaluru
Kaval Byrasandra,2 BHK,1060,2,45,Bengaluru
Kanakpura Road,3 BHK,1419.59,2,59,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1196,2,51.15,Bengaluru
Electronic City,3 BHK,1220,2,35.24,Bengaluru
Electronics City Phase 1,3 BHK,1595,3,75,Bengaluru
Banashankari,2 BHK,1260,2,75,Bengaluru
Hebbal,2 BHK,1100,2,47,Bengaluru
Frazer Town,2 BHK,1550,2,140,Bengaluru
ISRO Layout,2 BHK,1180,2,52,Bengaluru
Electronic City,4 Bedroom,4000,5,150,Bengaluru
Akshaya Nagar,3 BHK,1662,3,85,Bengaluru
Hennur,2 BHK,1285,2,60,Bengaluru
Akshaya Nagar,4 Bedroom,1080,4,75,Bengaluru
Ambedkar Nagar,3 BHK,1862,3,119,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1419,2,48,Bengaluru
Whitefield,3 BHK,1410,3,43.71,Bengaluru
Raja Rajeshwari Nagar,3 BHK,1560,2,62.4,Bengaluru
Chikkabettahalli,5 Bedroom,1100,4,150,Bengaluru
Thanisandra,3 BHK,1634,3,78,Bengaluru
Ambedkar Nagar,5 Bedroom,5530,5,627,Bengaluru
Whitefield,3 BHK,1150,2,44,Bengaluru
Ashirvad Colony,2 BHK,1100,2,53,Bengaluru
Yelahanka,3 BHK,1616,3,65,Bengaluru
Nagavarapalya,2 BHK,1392,2,99,Bengaluru
Jakkur,3 BHK,1798,3,120,Bengaluru
Babusapalaya,3 BHK,1675,3,75,Bengaluru
Bhuvaneswari Nagar,2 Bedroom,792,2,70,Bengaluru
Varanasi,5 BHK,2000,4,103,Bengaluru
Hongasandra,7 Bedroom,600,7,89,Bengaluru
Hebbal,3 BHK,1700,3,124,Bengaluru
Hulimavu,2 BHK,1248,2,69,Bengaluru
Kalkere,2 BHK,1147,2,54,Bengaluru
Sultan Palaya,2 BHK,1100,2,40,Bengaluru
Vijayanagar,3 BHK,1527,3,115,Bengaluru
Shantiniketan Layout,5 Bedroom,2400,5,235,Bengaluru
Kanakpura Road,1 BHK,525,1,25,Bengaluru
Kaggadasapura,2 BHK,1100,2,58,Bengaluru
Seegehalli,2 BHK,1118,2,37.5,Bengaluru
Kanakapura,3 BHK,1476,3,75,Bengaluru
Gopal Reddy Layout,3 BHK,2100,3,75,Bengaluru
Roopena Agrahara,3 BHK,1215,2,46.5,Bengaluru
Ambalipura,2 BHK,1332,2,79,Bengaluru
Hennur Road,2 BHK,1350,2,49,Bengaluru
Kothannur,4 Bedroom,600,4,81,Bengaluru
Haralur Road,2 BHK,1243,2,46,Bengaluru
NGR Layout,2 BHK,1105,2,49.73,Bengaluru
Padmanabhanagar,3 Bedroom,1500,2,200,Bengaluru
Kasavanhalli,2 BHK,1200,2,50,Bengaluru
Ramagondanahalli,2 BHK,1251,2,47.4,Bengaluru
Kambipura,2 BHK,883,2,45,Bengaluru
Pai Layout,3 BHK,1400,2,67,Bengaluru
Rajaji Nagar,3 BHK,1800,3,260,Bengaluru
Hegde Nagar,3 BHK,1703,3,113,Bengaluru
NRI Layout,5 BHK,2500,5,130,Bengaluru
Varthur,3 BHK,1250,3,71,Bengaluru
Jigani,2 BHK,933,2,43,Bengaluru
sankeswari,1 Bedroom,461.82,1,31.7,Bengaluru
Brookefield,2 BHK,1262,2,75,Bengaluru
Yelahanka,2 BHK,915,2,48,Bengaluru
Panathur,3 BHK,1370,2,61.5,Bengaluru
Malleshpalya,2 BHK,1210,2,55,Bengaluru
Kodihalli,3 BHK,2392,4,260,Bengaluru
T c palya,3 Bedroom,1500,2,85,Bengaluru
Govindraja Nagar,2 BHK,1065,2,50,Bengaluru
Rajaji Nagar,4 BHK,3100,4,570,Bengaluru
Ramamurthy Nagar,3 BHK,1515,3,65,Bengaluru
Sarjapura - Attibele Road,4 Bedroom,1800,4,110,Bengaluru
Thanisandra,3 BHK,1445,2,40.31,Bengaluru
Uttarahalli,3 BHK,1300,2,55,Bengaluru
Vijayanagar,2 BHK,989,2,60,Bengaluru
Jakkur,2 BHK,1300,2,85,Bengaluru
Chandapura,3 BHK,1185,2,30.22,Bengaluru
Battarahalli,5 Bedroom,1350,3,110,Bengaluru
Marathahalli,2 BHK,1045,2,60,Bengaluru
Virat Nagar,2 BHK,1205,2,42.18,Bengaluru
Chennammanakere Achukattu,2 BHK,1260,2,75,Bengaluru
Devanahalli Road,5 Bedroom,1320,5,199,Bengaluru
Ulsoor,3 BHK,1500,2,125,Bengaluru
Bommanahalli,3 BHK,1250,2,42.5,Bengaluru
"Maragondana Halli, kr puram, old madras road",2 BHK,1199,2,50,Bengaluru
Hennur Road,2 BHK,1385,2,83.09,Bengaluru
Dhanalakshmi Layout,6 Bedroom,1222,5,250,Bengaluru
Lakshminarayana Pura,2 BHK,1149,2,75,Bengaluru
Sarjapur  Road,3 BHK,2180,3,170,Bengaluru
TC Palaya,8 Bedroom,1200,7,110,Bengaluru
Jp nagar 8th Phase .,10 BHK,12000,12,525,Bengaluru
Thurahalli,5 Bedroom,1200,5,195,Bengaluru
Hulimavu,3 BHK,1818,3,135,Bengaluru
Volagerekallahalli,2 BHK,1070,2,33,Bengaluru
Rajaji Nagar,3 BHK,1640,3,241,Bengaluru
Nagarbhavi,3 BHK,1350,2,54.6,Bengaluru
Chandapura,2 BHK,630,1,27,Bengaluru
Hoodi,2 BHK,1430,2,113,Bengaluru
Nagavara,3 BHK,2430,4,180,Bengaluru
Nobo Nagar,6 Bedroom,1500,7,220,Bengaluru
Sarjapur  Road,2 BHK,1084,2,55,Bengaluru
Hennur Road,3 BHK,1186,2,56,Bengaluru
Kengeri,2 BHK,1255,2,50,Bengaluru
Haralur Road,4 BHK,3400,5,240,Bengaluru
Hosa Road,3 BHK,1541,3,69.84,Bengaluru
Iblur Village,4 BHK,3596,5,282,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1295,2,70,Bengaluru
Kasavanhalli,3 Bedroom,1000,4,110,Bengaluru
Sanjeevini Nagar,3 BHK,2820,3,285,Bengaluru
7th Phase JP Nagar,3 BHK,1370,2,54.79,Bengaluru
Electronic City,2 BHK,1100,2,40,Bengaluru
Hebbal,4 BHK,4772,6,510,Bengaluru
Rajaji Nagar,2 BHK,1370,2,170,Bengaluru
7th Phase JP Nagar,3 BHK,1370,2,54.79,Bengaluru
JP Nagar,2 BHK,1200,2,62,Bengaluru
Gunjur,4 Bedroom,2000,3,95,Bengaluru
9th Phase JP Nagar,4 BHK,3500,4,300,Bengaluru
2nd Stage Nagarbhavi,5 Bedroom,1200,4,240,Bengaluru
Kengeri,4 Bedroom,2400,5,253,Bengaluru
Sarjapur  Road,3 BHK,1220,3,62,Bengaluru
Kanakapura Road,3 Bedroom,1950,3,130,Bengaluru
Somasundara Palya,2 BHK,1178,2,73,Bengaluru
Dasanapura,3 BHK,1286,3,61.44,Bengaluru
Begur Road,2 BHK,1160,2,42,Bengaluru
Jigani,2 BHK,918,2,55,Bengaluru
Electronic City,3 BHK,1563,3,91.84,Bengaluru
Govindpura,2 BHK,1326,2,62.17,Bengaluru
3rd Block Jayanagar,3 BHK,1350,2,140,Bengaluru
Hebbal,4 BHK,3960,5,386,Bengaluru
Begur Road,2 BHK,1240,2,39.06,Bengaluru
Kaggadasapura,2 BHK,1325,2,50,Bengaluru
Sonnenahalli,2 BHK,1100,2,44,Bengaluru
Cunningham Road,3 BHK,3875,3,800,Bengaluru
Gollarapalya Hosahalli,3 BHK,1605,3,50,Bengaluru
Hennur Road,5 BHK,5600,5,515,Bengaluru
Somasundara Palya,2 BHK,1260,2,60,Bengaluru
Hoodi,3 BHK,1553,3,83.09,Bengaluru
Whitefield,2 BHK,1280,2,52,Bengaluru
Hebbal,3 BHK,1550,2,75,Bengaluru
Arekere,3 BHK,1445,2,125,Bengaluru
Murugeshpalya,3 BHK,1550,3,74,Bengaluru
Electronics City Phase 1,3 BHK,1515,2,80.91,Bengaluru
Hosa Road,3 BHK,1332,2,86.12,Bengaluru
Electronic City,3 BHK,1652,3,70,Bengaluru
Hegde Nagar,3 BHK,1570,3,105,Bengaluru
Sarjapur  Road,4 Bedroom,5400,4,725,Bengaluru
Sector 2 HSR Layout,1 BHK,794,1,60,Bengaluru
Seegehalli,3 Bedroom,1200,2,62,Bengaluru
7th Phase JP Nagar,4 Bedroom,3600,3,410,Bengaluru
Hosakerehalli,3 Bedroom,1200,3,175,Bengaluru
JP Nagar,4 BHK,1650,3,220,Bengaluru
Chandra Layout,4 Bedroom,600,2,85,Bengaluru
HRBR Layout,3 BHK,2800,3,250,Bengaluru
Sarjapur  Road,3 BHK,1750,3,110,Bengaluru
Hebbal,2 BHK,1053,2,48,Bengaluru
Kanakpura Road,3 BHK,1100,3,53,Bengaluru
Kadubeesanahalli,3 BHK,1665,3,70,Bengaluru
Outer Ring Road East,4 Bedroom,4051,4,345,Bengaluru
Malleshwaram,4 Bedroom,5500,5,1500,Bengaluru
Bommasandra,3 BHK,1447,3,80,Bengaluru
Balagere,2 BHK,1012,2,75,Bengaluru
Malleshpalya,3 BHK,1900,3,60,Bengaluru
Narayanapura,2 BHK,1308,2,92.66,Bengaluru
Green Glen Layout,4 BHK,3250,4,230,Bengaluru
Hormavu,1 BHK,1351,2,53,Bengaluru
Electronic City,2 BHK,1000,2,22,Bengaluru
J P Nagar 7th Phase Ramayya City,4 Bedroom,1200,4,350,Bengaluru
Gunjur,2 BHK,1140,2,49.11,Bengaluru
Jakkur,4 BHK,2249.81 - 4112.19,4,260.5,Bengaluru
Uttarahalli,3 BHK,1250,2,55,Bengaluru
Kanakapura,3 BHK,1290,3,45.15,Bengaluru
Ambedkar Nagar,2 BHK,1424,2,90,Bengaluru
Garudachar Palya,3 BHK,1320,2,60.6,Bengaluru
Akshaya Nagar,3 BHK,1662,3,85.5,Bengaluru
Shanthala Nagar,5 BHK,8321,5,2700,Bengaluru
Begur Road,2 BHK,1200,2,45,Bengaluru
Koramangala,3 BHK,1975,3,210,Bengaluru
Garudachar Palya,3 BHK,1295,2,59.5,Bengaluru
Battarahalli,3 BHK,1777,3,100,Bengaluru
Kadugodi,3 BHK,1900,3,108,Bengaluru
Anandapura,3 BHK,1576,3,59.1,Bengaluru
Sompura,2 BHK,1020,2,41,Bengaluru
Green Domain Layout,3 BHK,2100,3,170,Bengaluru
Raja Rajeshwari Nagar,1 BHK,648,1,31.75,Bengaluru
Neeladri Nagar,3 BHK,1167,2,38,Bengaluru
Vyalikaval,7 Bedroom,1000,7,160,Bengaluru
Hoodi,2 BHK,1220,2,50.89,Bengaluru
Kogilu,3 BHK,2350,5,327,Bengaluru
Vittasandra,2 BHK,1259,2,67.4,Bengaluru
Gottigere,4 Bedroom,2000,4,82,Bengaluru
8th Phase JP Nagar,3 BHK,1800,3,80,Bengaluru
Cleveland Town,3 BHK,1991,3,160,Bengaluru
Bannerghatta,3 BHK,1665,3,110,Bengaluru
"Hoodi Circle, ",2 BHK,1234,2,61,Bengaluru
Mysore Road,3 BHK,1340,2,64.31,Bengaluru
Banashankari,2 BHK,1170,2,46.79,Bengaluru
Electronics City Phase 1,2 BHK,995,2,46,Bengaluru
Old Airport Road,2 BHK,1075,2,60,Bengaluru
Electronic City,2 BHK,1025,2,54.5,Bengaluru
Rachenahalli,3 BHK,2721,3,113,Bengaluru
Thanisandra,3 BHK,2000,3,99,Bengaluru
Whitefield,4 BHK,2500,4,155,Bengaluru
Mallasandra,2 BHK,1325,2,70,Bengaluru
Kadugodi,2 BHK,1314,2,68.2,Bengaluru
Kanakpura Road,3 BHK,2265,3,136,Bengaluru
7th Phase JP Nagar,7 Bedroom,4800,7,170,Bengaluru
Yelahanka,2 BHK,1026,2,41,Bengaluru
Syndicate Bank Colony,3 BHK,1200,3,66,Bengaluru
Kada Agrahara,3 BHK,2220,4,65,Bengaluru
KR Puram,2 BHK,1070 - 1315,2,51.22,Bengaluru
Hebbal,2 BHK,1420,2,99.39,Bengaluru
Sarjapur  Road,3 BHK,1888,4,95,Bengaluru
JP Nagar,2 BHK,1300,2,90.87,Bengaluru
Rajaji Nagar,2 BHK,1216,2,97.16,Bengaluru
"Off Sarjapur road, ",4 Bedroom,3000,4,342,Bengaluru
Begur,3 BHK,1559,3,63,Bengaluru
Harlur,2 BHK,1290,2,87,Bengaluru
M C Layout,6 Bedroom,2400,6,245,Bengaluru
Whitefield,1 BHK,905,1,55,Bengaluru
Nanjappa Layout,2 BHK,1069,2,55,Bengaluru
Sarjapura - Attibele Road,2 BHK,829,2,22.8,Bengaluru
Koramangala,2 BHK,1900,2,200,Bengaluru
Dodda Banaswadi,5 Bedroom,3040Sq. Meter,5,140,Bengaluru
Sarjapur  Road,3 BHK,1300,3,60,Bengaluru
Channasandra,2 BHK,1115,2,33.45,Bengaluru
Rajaji Nagar,3 BHK,2409,3,360,Bengaluru
Ambedkar Nagar,3 BHK,2150,4,125,Bengaluru
Marathahalli,3 BHK,1305,2,69,Bengaluru
Kanakpura Road,2 BHK,1252,2,56.32,Bengaluru
Hosakerehalli,5 Bedroom,2400,5,250,Bengaluru
Whitefield,2 Bedroom,1200,2,46.13,Bengaluru
Koramangala,3 BHK,1750,3,130,Bengaluru
Electronic City Phase II,2 BHK,545,1,35,Bengaluru
BEL Layout,2 Bedroom,1375,2,105,Bengaluru
Subramanyapura,2 BHK,1313,2,66.5,Bengaluru
Attibele,4 Bedroom,3640,4,275,Bengaluru
Akshayanagara East,3 BHK,1693,3,108,Bengaluru
JCR Layout,2 BHK,1160,2,41.75,Bengaluru
Sri Kanteshwara Nagar,3 Bedroom,1200,3,200,Bengaluru
Subramanyapura,3 BHK,1255,2,79,Bengaluru
KR Puram,4 Bedroom,1000,4,75,Bengaluru
Bellari Road,2 BHK,900,2,45,Bengaluru
Yelahanka New Town,3 BHK,1700,3,90,Bengaluru
Indira Nagar,3 BHK,1875,3,180,Bengaluru
Uttarahalli,3 BHK,1700,3,88,Bengaluru
Harlur,3 BHK,1749,3,115,Bengaluru
Dasanapura,2 Bedroom,1500,3,65,Bengaluru
Varanasi,2 BHK,1175,2,48,Bengaluru
Akshaya Nagar,2 BHK,1280,2,60,Bengaluru
Abbaiah Reddy Layout,2 BHK,1200,2,50,Bengaluru
Ramagondanahalli,3 BHK,1610,2,115,Bengaluru
Electronic City,2 BHK,1070,2,46,Bengaluru
TC Palaya,2 Bedroom,1200,2,66,Bengaluru
9th Phase JP Nagar,2 BHK,1127,2,50,Bengaluru
Indira Nagar,2 BHK,1210,2,102,Bengaluru
Jyothi Nagar,2 BHK,600,2,23,Bengaluru
Thigalarapalya,4 BHK,4190,4,380,Bengaluru
Tata Nagar,2 BHK,1364,2,70,Bengaluru
Whitefield,4 BHK,2268,3,146,Bengaluru
RK Layout 2nd Stage,3 BHK,1150,2,77.5,Bengaluru
Tirumanahalli,2 BHK,1146,2,39.5,Bengaluru
Magadi Road,2 BHK,1345,2,55,Bengaluru
Mylasandra,2 BHK,1110,2,41,Bengaluru
Kengeri,2 BHK,750,2,36,Bengaluru
Motappa Layout,2 BHK,1156,2,49.5,Bengaluru
Pattandur Agrahara,2 BHK,1247,2,59.8,Bengaluru
Mangammanapalya,2 BHK,1058,2,60,Bengaluru
Kaggalipura,2 BHK,950,2,48,Bengaluru
Vasanthapura,2 BHK,420,2,35,Bengaluru
BTM 1st Stage,4 Bedroom,600,2,90,Bengaluru
Vijayanagar,3 BHK,1520,2,103,Bengaluru
Marathahalli,2 BHK,1215,2,58.86,Bengaluru
Raghuvanahalli,1 BHK,900,1,30,Bengaluru
Hennur Road,3 BHK,2350,3,174,Bengaluru
Thanisandra,2 BHK,1050,2,46,Bengaluru
 Devarabeesana Halli,3 BHK,1672,3,150,Bengaluru
Laggere,5 Bedroom,2800,5,125,Bengaluru
MCECHS  layout,3 BHK,1500,2,65,Bengaluru
Geddalahalli,2 BHK,1400,2,65,Bengaluru
Whitefield,4 Bedroom,500Sq. Yards,4,378,Bengaluru
8th Phase JP Nagar,4 Bedroom,2700,4,130,Bengaluru
Bommasandra,2 BHK,920,2,37.46,Bengaluru
Sarjapur  Road,3 Bedroom,1200,3,70,Bengaluru
Brindavan Nagar,3 BHK,1250,3,139,Bengaluru
Hosakerehalli,3 BHK,1817,4,153,Bengaluru
Cooke Town,5 Bedroom,2043,6,375,Bengaluru
HSR Layout,2 BHK,1140,2,46,Bengaluru
Yelahanka,4 Bedroom,4346,4,450,Bengaluru
Haralur Road,2 BHK,1464,2,56,Bengaluru
Ambedkar Colony,2 BHK,1468,3,130,Bengaluru
Electronics City Phase 1,3 BHK,1555,2,82,Bengaluru
Munnekollal,6 Bedroom,1200,4,110,Bengaluru
Whitefield,2 BHK,1150,2,55,Bengaluru
Kadubeesanahalli,2 BHK,970,2,35,Bengaluru
Banashankari,4 BHK,2500,4,95,Bengaluru
Seetharampalya,2 BHK,1166,2,53,Bengaluru
Konanakunte,3 Bedroom,2779,3,317,Bengaluru
Electronic City,3 BHK,1350,3,58,Bengaluru
Mariyannapalya,2 BHK,900,2,46,Bengaluru
7th Phase JP Nagar,3 BHK,1300,2,52,Bengaluru
Kanaka Nagar,3 BHK,1190,3,55,Bengaluru
Kodichikkanahalli,3 BHK,1495,2,75,Bengaluru
Indira Nagar,2 BHK,1224,2,105,Bengaluru
Banashankari Stage III,3 BHK,1350,2,68,Bengaluru
Green Glen Layout,2 BHK,940,2,56.8,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1100,2,55,Bengaluru
Kaikondrahalli,2 BHK,1300,2,61,Bengaluru
Palace Road,3 BHK,1480,2,145,Bengaluru
Hoodi,2 BHK,1105,2,46.37,Bengaluru
Sarjapur  Road,3 Bedroom,2600,3,200,Bengaluru
Yelahanka,3 BHK,1517,3,76.3,Bengaluru
Horamavu Banaswadi,6 Bedroom,3800,8,200,Bengaluru
Jalahalli,3 BHK,1615,3,89.75,Bengaluru
MCECHS  layout,3 BHK,1500,3,65,Bengaluru
Mysore Road,3 BHK,1082,3,50.5,Bengaluru
Marathahalli,2 BHK,1365,2,73,Bengaluru
Electronic City,2 BHK,1000,2,25,Bengaluru
CV Raman Nagar,2 BHK,1392,2,98,Bengaluru
Kodigehalli,2 BHK,1086,2,33.66,Bengaluru
Hennur Road,3 BHK,1586,3,93.94,Bengaluru
Hennur,2 BHK,1100,2,60,Bengaluru
Electronic City Phase II,2 BHK,1065,2,30.75,Bengaluru
TC Palaya,3 Bedroom,1500,2,120,Bengaluru
7th Phase JP Nagar,3 BHK,1575,2,120,Bengaluru
Hennur Road,3 BHK,1975,3,123,Bengaluru
Nelamangala,2 BHK,820,2,24,Bengaluru
Gubbalala,3 BHK,1745,3,110,Bengaluru
Nagarbhavi,2 BHK,1223,2,60,Bengaluru
Ananth Nagar,3 BHK,1200,2,65,Bengaluru
Basaveshwara Nagar,2 BHK,1200,2,90,Bengaluru
Binny Pete,1 BHK,665,1,46.08,Bengaluru
Bharathi Nagar,2 BHK,1351,2,70,Bengaluru
Hebbal,3 BHK,1355,3,83.87,Bengaluru
Sector 7 HSR Layout,3 BHK,3900,3,300,Bengaluru
Thanisandra,3 BHK,1588,3,75.55,Bengaluru
Amruthahalli,2 BHK,900,2,60,Bengaluru
Bhuvaneshwari Nagar,3 Bedroom,440,3,50,Bengaluru
Harlur,4 Bedroom,3385,4,260,Bengaluru
Panathur,3 BHK,1370,2,75,Bengaluru
Whitefield,3 Bedroom,1500,3,71.8,Bengaluru
Pulikeshi Nagar,3 BHK,2280,3,285,Bengaluru
Kanakpura Road,3 BHK,1100,3,53,Bengaluru
Hoodi,2 BHK,1247,2,53,Bengaluru
Domlur Layout,3 BHK,2000,3,200,Bengaluru
Balagere,2 BHK,1020.07,2,68.38,Bengaluru
Gunjur Palya,3 BHK,1033,2,32,Bengaluru
B Narayanapura,3 BHK,1460,2,73,Bengaluru
Garudachar Palya,2 BHK,1150,2,52.8,Bengaluru
Sarjapur  Road,5 BHK,5965,5,385,Bengaluru
Babusapalaya,2 BHK,1141,2,46,Bengaluru
Yelahanka,4 BHK,2806 - 3019,6,125.5,Bengaluru
Doddaballapur,4 Bedroom,4200,4,325,Bengaluru
Hosa Road,3 BHK,1665,2,125,Bengaluru
Kanakapura,2 BHK,1295,2,64,Bengaluru
Haralur Road,2 BHK,1230,2,78,Bengaluru
Anand Nagar,3 BHK,1080,2,75,Bengaluru
Kaggalipura,2 BHK,1000,2,60,Bengaluru
Kaval Byrasandra,3 BHK,2400,2,50,Bengaluru
Whitefield,1 BHK,613 - 648,1,32.79,Bengaluru
Rayasandra,3 BHK,1708,3,75,Bengaluru
Thanisandra,3 BHK,1697,3,115,Bengaluru
Whitefield,4 BHK,3537,5,210,Bengaluru
Hosa Road,1 BHK,615,1,28.29,Bengaluru
Banashankari,3 BHK,1350,2,83,Bengaluru
Kanakpura Road,3 BHK,1430 - 1630,,66.4,Bengaluru
Jalahalli,2 BHK,1083,2,32.49,Bengaluru
Gottigere,3 BHK,1460,2,65,Bengaluru
Babusapalaya,2 BHK,1084,2,58,Bengaluru
Bommasandra,2 BHK,1035,2,41.43,Bengaluru
Vijaya Bank Layout,3 BHK,2400,2,150,Bengaluru
Hosur Road,1 BHK,460,1,21,Bengaluru
Narayanappa Layout,5 BHK,950,5,90,Bengaluru
Whitefield,2 BHK,1285,2,55.9,Bengaluru
1Hanuman Nagar,19 BHK,2000,16,490,Bengaluru
Sarjapur,3 Bedroom,1200,3,78,Bengaluru
Raghuvanahalli,2 BHK,1070,2,35,Bengaluru
Hegde Nagar,3 BHK,1801,3,140,Bengaluru
Whitefield,3 BHK,1697,3,115,Bengaluru
AECS Layout,2 BHK,1199,2,65,Bengaluru
Iblur Village,3 BHK,2300,3,220,Bengaluru
Mysore Road,3 BHK,1340,2,64.31,Bengaluru
Marathahalli,4 BHK,3800,4,205,Bengaluru
Jigani,5 Bedroom,600,5,50,Bengaluru
Wilson Garden,2 BHK,1125,2,75,Bengaluru
Anandapura,2 Bedroom,1200,2,67,Bengaluru
Subramanyapura,2 BHK,1050,2,41,Bengaluru
Nagarbhavi,2 BHK,956,2,49,Bengaluru
Sarjapur,2 BHK,1000,2,30,Bengaluru
Dooravani Nagar,3 BHK,1596,3,95,Bengaluru
Kumbhena Agrahara,6 Bedroom,1200,5,150,Bengaluru
Kanakpura Road,2 BHK,1296,2,89.06,Bengaluru
NS Palya,6 Bedroom,1200,7,170,Bengaluru
Challaghatta,3 BHK,1639,3,123,Bengaluru
Electronic City Phase II,2 BHK,1219,2,61.25,Bengaluru
Uttarahalli,3 BHK,1200,3,50,Bengaluru
Bannerghatta Road,2 BHK,1218,2,73,Bengaluru
Nyanappana Halli,2 BHK,920,2,37,Bengaluru
Yeshwanthpur,3 BHK,2559,3,141,Bengaluru
2nd Phase Judicial Layout,1 BHK,525,1,26,Bengaluru
Bannerghatta Road,3 BHK,1427,2,48.51,Bengaluru
Kothannur,3 BHK,1270,3,45,Bengaluru
Ramagondanahalli,2 BHK,920,2,65,Bengaluru
Dommasandra,4 Bedroom,2700,3,68,Bengaluru
Indira Nagar 3rd Stage,3 BHK,1740,3,199,Bengaluru
Ramamurthy Nagar,3 BHK,1355,2,40,Bengaluru
Lingadheeranahalli,3 BHK,1530,2,90,Bengaluru
Gokula Extension,3 BHK,1372,2,90,Bengaluru
Nehru Nagar,4 BHK,2363,5,120,Bengaluru
Marathahalli,4 BHK,3895,4,220,Bengaluru
Jakkur,3 BHK,1950,3,131,Bengaluru
Hoysalanagar,2 BHK,885,2,40,Bengaluru
Yelahanka,2 BHK,600,2,27,Bengaluru
Kumaraswami Layout,5 Bedroom,1270,4,128,Bengaluru
Vijayanagar,2 Bedroom,1380,2,225,Bengaluru
Kanakpura Road,2 BHK,1339,2,62,Bengaluru
Whitefield,2 BHK,1130,2,36,Bengaluru
Uttarahalli,2 BHK,1085,2,43,Bengaluru
Yeshwanthpur,3 BHK,1430,3,72,Bengaluru
Bhoganhalli,4 BHK,1451.5,4,121,Bengaluru
Ramakrishnappa Layout,5 BHK,6200,5,720,Bengaluru
AGS Layout,3 BHK,1490,2,59.6,Bengaluru
Vishwanatha Nagenahalli,4 BHK,1650,4,99,Bengaluru
Bellandur,2 BHK,1286,2,57,Bengaluru
KR Garden,2 BHK,925,2,63,Bengaluru
Bellandur,4 BHK,3016,4,230,Bengaluru
Haralur Road,2 BHK,1000,2,44,Bengaluru
Whitefield,2 BHK,1215,2,39,Bengaluru
Kanakadasa Layout,4 Bedroom,1200,3,95,Bengaluru
Lakshminarayana Pura,2 BHK,1336,2,100,Bengaluru
Yeshwanthpur,1 BHK,673,1,36.85,Bengaluru
Anandapura,2 Bedroom,1200,2,58,Bengaluru
Lingarajapuram,6 Bedroom,600,7,63,Bengaluru
Malleshwaram,3 BHK,1600,3,160,Bengaluru
Mallathahalli,2 Bedroom,1200,2,79,Bengaluru
Indira Nagar,6 Bedroom,2480,4,750,Bengaluru
Jayamahal Extension,3 BHK,2500,3,270,Bengaluru
Devanahalli,5 Bedroom,2400,5,100,Bengaluru
Sector 2 HSR Layout,2 BHK,1143,2,65,Bengaluru
Kanakpura Road,2 BHK,1470,2,61.74,Bengaluru
Laxminarayana Layout,4 Bedroom,1584,3,145,Bengaluru
Marathahalli,3 BHK,1785,3,94,Bengaluru
Koramangala,3 BHK,2292,3,286,Bengaluru
Kothanur,3 BHK,1460,3,71,Bengaluru
Kasturi Nagar,3 BHK,1500,2,80,Bengaluru
Yelahanka,5 Bedroom,1200,4,140,Bengaluru
Sanjay nagar,5 BHK,3300,3,250,Bengaluru
Chikkalasandra,2 BHK,1230,2,48,Bengaluru
Yelahanka New Town,1 BHK,650,1,20,Bengaluru
Benson Town,2 BHK,1480,2,120,Bengaluru
Thanisandra,2 BHK,1220,2,43.92,Bengaluru
Dooravani Nagar,3 BHK,1570,3,115,Bengaluru
Sadashiva Nagar,3 BHK,3000,3,400,Bengaluru
