location,size,total_sqft,bath,price,Place
8th block Koramangala,3 Bedroom,2400,3.0,290.0,Bengaluru
Banashankari,3 BHK,2600,4.0,135.0,Bengaluru
Sarakki Nagar,3 BHK,2500,4.0,325.0,Bengaluru
Sanjay nagar,2 BHK,630,1.0,35.0,Bengaluru
Hosa Road,2 BHK,1243,2.0,48.5,Bengaluru
Soundarya Layout,2 BHK,960,2.0,32.0,Bengaluru
"Banashankari 6th Stage ,Subramanyapura",3 BHK,1690,3.0,100.0,Bengaluru
Whitefield,2 BHK,735,2.0,35.0,Bengaluru
Banaswadi,2 BHK,1365,2.0,73.0,Bengaluru
Rajaji Nagar,5 BHK,2849,5.0,300.0,Bengaluru
Hebbal,2 BHK,1420,2.0,99.39,Bengaluru
Somasundara Palya,3 BHK,1570,3.0,68.0,Bengaluru
Bisuvanahalli,2 BHK,850,1.0,32.0,Bengaluru
7th Phase JP Nagar,3 BHK,1575,2.0,110.0,Bengaluru
Thigalarapalya,2 BHK,1418,2.0,104.0,Bengaluru
Uttarahalli,2 BHK,1050,2.0,42.0,Bengaluru
Hennur Road,2 BHK,1065,2.0,42.6,Bengaluru
Ulsoor,3 BHK,1340,3.0,90.0,Bengaluru
Yelahanka New Town,3 BHK,1610,3.0,92.0,Bengaluru
Electronic City Phase II,2 BHK,1160,2.0,33.5,Bengaluru
Kudlu,2 BHK,1092,2.0,44.0,Bengaluru
Parappana Agrahara,2 BHK,1194,2.0,47.0,Bengaluru
Yelahanka,3 BHK,1455,3.0,61.5,Bengaluru
Abbigere,1 BHK,734,1.0,19.82,Bengaluru
Samethanahalli,2 BHK,799,2.0,38.0,Bengaluru
Whitefield,3 BHK,1896,3.0,75.0,Bengaluru
Ardendale,2 BHK,1100,2.0,48.0,Bengaluru
Bellandur,2 BHK,1350,2.0,79.0,Bengaluru
Amarjyothi Colony,3 BHK,1355,3.0,61.0,Bengaluru
Electronic City,2 BHK,1128,2.0,65.0,Bengaluru
Pattanagere,2 Bedroom,1350,2.0,90.0,Bengaluru
Cunningham Road,3 BHK,3875,3.0,864.0,Bengaluru
Kasavanhalli,3 BHK,1493,3.0,82.0,Bengaluru
8th Phase JP Nagar,2 BHK,1098,2.0,43.91,Bengaluru
Banashankari,3 BHK,1900,2.0,170.0,Bengaluru
Dollars Layout,3 BHK,1460,3.0,88.0,Bengaluru
Frazer Town,3 BHK,2350,4.0,285.0,Bengaluru
Horamavu Banaswadi,5 Bedroom,1600,5.0,140.0,Bengaluru
Varthur,2 BHK,1091,2.0,32.0,Bengaluru
Yelahanka,2 BHK,1180,2.0,42.0,Bengaluru
Kanakpura Road,2 BHK,1366,3.0,76.85,Bengaluru
RMV Extension,3 BHK,1685,3.0,95.0,Bengaluru
Koramangala,2 BHK,1260,2.0,100.0,Bengaluru
Whitefield,3 Bedroom,3010,3.0,200.0,Bengaluru
Ramamurthy Nagar,3 Bedroom,1330,4.0,140.0,Bengaluru
Mallasandra,2 Bedroom,1200,2.0,130.0,Bengaluru
Whitefield,2 BHK,1346,2.0,96.17,Bengaluru
Chandapura,1 BHK,630,1.0,13.86,Bengaluru
Sarjapur  Road,3 BHK,1446 - 1506,,98.94,Bengaluru
7th Phase JP Nagar,3 BHK,1850,3.0,140.0,Bengaluru
Frazer Town,5 Bedroom,2350,2.0,423.0,Bengaluru
Electronic City,2 BHK,755,1.0,34.0,Bengaluru
Basaveshwara Nagar Yelahanka,5 Bedroom,800,5.0,98.0,Bengaluru
Parappana Agrahara,2 BHK,1194,2.0,46.0,Bengaluru
Whitefield,3 BHK,3850,5.0,316.0,Bengaluru
Hebbal,4 BHK,4235,4.0,365.0,Bengaluru
Kurubarahalli,1 Bedroom,800,1.0,52.0,Bengaluru
Rachenahalli,3 BHK,2250,3.0,195.0,Bengaluru
Vijayanagar,2 BHK,1352,2.0,68.0,Bengaluru
Thanisandra,3 BHK,2002,3.0,112.0,Bengaluru
Bileshivale,4 Bedroom,4000,5.0,280.0,Bengaluru
Kaval Byrasandra,2 BHK,1060,2.0,45.0,Bengaluru
Kanakpura Road,3 BHK,1419.59,2.0,59.0,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1196,2.0,51.15,Bengaluru
Electronic City,3 BHK,1220,2.0,35.24,Bengaluru
Electronics City Phase 1,3 BHK,1595,3.0,75.0,Bengaluru
Banashankari,2 BHK,1260,2.0,75.0,Bengaluru
Hebbal,2 BHK,1100,2.0,47.0,Bengaluru
Frazer Town,2 BHK,1550,2.0,140.0,Bengaluru
ISRO Layout,2 BHK,1180,2.0,52.0,Bengaluru
Electronic City,4 Bedroom,4000,5.0,150.0,Bengaluru
Akshaya Nagar,3 BHK,1662,3.0,85.0,Bengaluru
Hennur,2 BHK,1285,2.0,60.0,Bengaluru
Akshaya Nagar,4 Bedroom,1080,4.0,75.0,Bengaluru
Ambedkar Nagar,3 BHK,1862,3.0,119.0,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1419,2.0,48.0,Bengaluru
Whitefield,3 BHK,1410,3.0,43.71,Bengaluru
Raja Rajeshwari Nagar,3 BHK,1560,2.0,62.4,Bengaluru
Chikkabettahalli,5 Bedroom,1100,4.0,150.0,Bengaluru
Thanisandra,3 BHK,1634,3.0,78.0,Bengaluru
Ambedkar Nagar,5 Bedroom,5530,5.0,627.0,Bengaluru
Whitefield,3 BHK,1150,2.0,44.0,Bengaluru
Ashirvad Colony,2 BHK,1100,2.0,53.0,Bengaluru
Yelahanka,3 BHK,1616,3.0,65.0,Bengaluru
Nagavarapalya,2 BHK,1392,2.0,99.0,Bengaluru
Jakkur,3 BHK,1798,3.0,120.0,Bengaluru
Babusapalaya,3 BHK,1675,3.0,75.0,Bengaluru
Bhuvaneswari Nagar,2 Bedroom,792,2.0,70.0,Bengaluru
Varanasi,5 BHK,2000,4.0,103.0,Bengaluru
Hongasandra,7 Bedroom,600,7.0,89.0,Bengaluru
Hebbal,3 BHK,1700,3.0,124.0,Bengaluru
Hulimavu,2 BHK,1248,2.0,69.0,Bengaluru
Kalkere,2 BHK,1147,2.0,54.0,Bengaluru
Sultan Palaya,2 BHK,1100,2.0,40.0,Bengaluru
Vijayanagar,3 BHK,1527,3.0,115.0,Bengaluru
Shantiniketan Layout,5 Bedroom,2400,5.0,235.0,Bengaluru
Kanakpura Road,1 BHK,525,1.0,25.0,Bengaluru
Kaggadasapura,2 BHK,1100,2.0,58.0,Bengaluru
Seegehalli,2 BHK,1118,2.0,37.5,Bengaluru
Kanakapura,3 BHK,1476,3.0,75.0,Bengaluru
Gopal Reddy Layout,3 BHK,2100,3.0,75.0,Bengaluru
Roopena Agrahara,3 BHK,1215,2.0,46.5,Bengaluru
Ambalipura,2 BHK,1332,2.0,79.0,Bengaluru
Hennur Road,2 BHK,1350,2.0,49.0,Bengaluru
Kothannur,4 Bedroom,600,4.0,81.0,Bengaluru
Haralur Road,2 BHK,1243,2.0,46.0,Bengaluru
NGR Layout,2 BHK,1105,2.0,49.73,Bengaluru
Padmanabhanagar,3 Bedroom,1500,2.0,200.0,Bengaluru
Kasavanhalli,2 BHK,1200,2.0,50.0,Bengaluru
Ramagondanahalli,2 BHK,1251,2.0,47.4,Bengaluru
Kambipura,2 BHK,883,2.0,45.0,Bengaluru
Pai Layout,3 BHK,1400,2.0,67.0,Bengaluru
Rajaji Nagar,3 BHK,1800,3.0,260.0,Bengaluru
Hegde Nagar,3 BHK,1703,3.0,113.0,Bengaluru
NRI Layout,5 BHK,2500,5.0,130.0,Bengaluru
Varthur,3 BHK,1250,3.0,71.0,Bengaluru
Jigani,2 BHK,933,2.0,43.0,Bengaluru
sankeswari,1 Bedroom,461.82,1.0,31.7,Bengaluru
Brookefield,2 BHK,1262,2.0,75.0,Bengaluru
Yelahanka,2 BHK,915,2.0,48.0,Bengaluru
Panathur,3 BHK,1370,2.0,61.5,Bengaluru
Malleshpalya,2 BHK,1210,2.0,55.0,Bengaluru
Kodihalli,3 BHK,2392,4.0,260.0,Bengaluru
T c palya,3 Bedroom,1500,2.0,85.0,Bengaluru
Govindraja Nagar,2 BHK,1065,2.0,50.0,Bengaluru
Rajaji Nagar,4 BHK,3100,4.0,570.0,Bengaluru
Ramamurthy Nagar,3 BHK,1515,3.0,65.0,Bengaluru
Sarjapura - Attibele Road,4 Bedroom,1800,4.0,110.0,Bengaluru
Thanisandra,3 BHK,1445,2.0,40.31,Bengaluru
Uttarahalli,3 BHK,1300,2.0,55.0,Bengaluru
Vijayanagar,2 BHK,989,2.0,60.0,Bengaluru
Jakkur,2 BHK,1300,2.0,85.0,Bengaluru
Chandapura,3 BHK,1185,2.0,30.22,Bengaluru
Battarahalli,5 Bedroom,1350,3.0,110.0,Bengaluru
Marathahalli,2 BHK,1045,2.0,60.0,Bengaluru
Virat Nagar,2 BHK,1205,2.0,42.18,Bengaluru
Chennammanakere Achukattu,2 BHK,1260,2.0,75.0,Bengaluru
Devanahalli Road,5 Bedroom,1320,5.0,199.0,Bengaluru
Ulsoor,3 BHK,1500,2.0,125.0,Bengaluru
Bommanahalli,3 BHK,1250,2.0,42.5,Bengaluru
"Maragondana Halli, kr puram, old madras road",2 BHK,1199,2.0,50.0,Bengaluru
Hennur Road,2 BHK,1385,2.0,83.09,Bengaluru
Dhanalakshmi Layout,6 Bedroom,1222,5.0,250.0,Bengaluru
Lakshminarayana Pura,2 BHK,1149,2.0,75.0,Bengaluru
Sarjapur  Road,3 BHK,2180,3.0,170.0,Bengaluru
TC Palaya,8 Bedroom,1200,7.0,110.0,Bengaluru
Jp nagar 8th Phase .,10 BHK,12000,12.0,525.0,Bengaluru
Thurahalli,5 Bedroom,1200,5.0,195.0,Bengaluru
Hulimavu,3 BHK,1818,3.0,135.0,Bengaluru
Volagerekallahalli,2 BHK,1070,2.0,33.0,Bengaluru
Rajaji Nagar,3 BHK,1640,3.0,241.0,Bengaluru
Nagarbhavi,3 BHK,1350,2.0,54.6,Bengaluru
Chandapura,2 BHK,630,1.0,27.0,Bengaluru
Hoodi,2 BHK,1430,2.0,113.0,Bengaluru
Nagavara,3 BHK,2430,4.0,180.0,Bengaluru
Nobo Nagar,6 Bedroom,1500,7.0,220.0,Bengaluru
Sarjapur  Road,2 BHK,1084,2.0,55.0,Bengaluru
Hennur Road,3 BHK,1186,2.0,56.0,Bengaluru
Kengeri,2 BHK,1255,2.0,50.0,Bengaluru
Haralur Road,4 BHK,3400,5.0,240.0,Bengaluru
Hosa Road,3 BHK,1541,3.0,69.84,Bengaluru
Iblur Village,4 BHK,3596,5.0,282.0,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1295,2.0,70.0,Bengaluru
Kasavanhalli,3 Bedroom,1000,4.0,110.0,Bengaluru
Sanjeevini Nagar,3 BHK,2820,3.0,285.0,Bengaluru
7th Phase JP Nagar,3 BHK,1370,2.0,54.79,Bengaluru
Electronic City,2 BHK,1100,2.0,40.0,Bengaluru
Hebbal,4 BHK,4772,6.0,510.0,Bengaluru
Rajaji Nagar,2 BHK,1370,2.0,170.0,Bengaluru
7th Phase JP Nagar,3 BHK,1370,2.0,54.79,Bengaluru
JP Nagar,2 BHK,1200,2.0,62.0,Bengaluru
Gunjur,4 Bedroom,2000,3.0,95.0,Bengaluru
9th Phase JP Nagar,4 BHK,3500,4.0,300.0,Bengaluru
2nd Stage Nagarbhavi,5 Bedroom,1200,4.0,240.0,Bengaluru
Kengeri,4 Bedroom,2400,5.0,253.0,Bengaluru
Sarjapur  Road,3 BHK,1220,3.0,62.0,Bengaluru
Kanakapura Road,3 Bedroom,1950,3.0,130.0,Bengaluru
Somasundara Palya,2 BHK,1178,2.0,73.0,Bengaluru
Dasanapura,3 BHK,1286,3.0,61.44,Bengaluru
Begur Road,2 BHK,1160,2.0,42.0,Bengaluru
Jigani,2 BHK,918,2.0,55.0,Bengaluru
Electronic City,3 BHK,1563,3.0,91.84,Bengaluru
Govindpura,2 BHK,1326,2.0,62.17,Bengaluru
3rd Block Jayanagar,3 BHK,1350,2.0,140.0,Bengaluru
Hebbal,4 BHK,3960,5.0,386.0,Bengaluru
Begur Road,2 BHK,1240,2.0,39.06,Bengaluru
Kaggadasapura,2 BHK,1325,2.0,50.0,Bengaluru
Sonnenahalli,2 BHK,1100,2.0,44.0,Bengaluru
Cunningham Road,3 BHK,3875,3.0,800.0,Bengaluru
Gollarapalya Hosahalli,3 BHK,1605,3.0,50.0,Bengaluru
Hennur Road,5 BHK,5600,5.0,515.0,Bengaluru
Somasundara Palya,2 BHK,1260,2.0,60.0,Bengaluru
Hoodi,3 BHK,1553,3.0,83.09,Bengaluru
Whitefield,2 BHK,1280,2.0,52.0,Bengaluru
Hebbal,3 BHK,1550,2.0,75.0,Bengaluru
Arekere,3 BHK,1445,2.0,125.0,Bengaluru
Murugeshpalya,3 BHK,1550,3.0,74.0,Bengaluru
Electronics City Phase 1,3 BHK,1515,2.0,80.91,Bengaluru
Hosa Road,3 BHK,1332,2.0,86.12,Bengaluru
Electronic City,3 BHK,1652,3.0,70.0,Bengaluru
Hegde Nagar,3 BHK,1570,3.0,105.0,Bengaluru
Sarjapur  Road,4 Bedroom,5400,4.0,725.0,Bengaluru
Sector 2 HSR Layout,1 BHK,794,1.0,60.0,Bengaluru
Seegehalli,3 Bedroom,1200,2.0,62.0,Bengaluru
7th Phase JP Nagar,4 Bedroom,3600,3.0,410.0,Bengaluru
Hosakerehalli,3 Bedroom,1200,3.0,175.0,Bengaluru
JP Nagar,4 BHK,1650,3.0,220.0,Bengaluru
Chandra Layout,4 Bedroom,600,2.0,85.0,Bengaluru
HRBR Layout,3 BHK,2800,3.0,250.0,Bengaluru
Sarjapur  Road,3 BHK,1750,3.0,110.0,Bengaluru
Hebbal,2 BHK,1053,2.0,48.0,Bengaluru
Kanakpura Road,3 BHK,1100,3.0,53.0,Bengaluru
Kadubeesanahalli,3 BHK,1665,3.0,70.0,Bengaluru
Outer Ring Road East,4 Bedroom,4051,4.0,345.0,Bengaluru
Malleshwaram,4 Bedroom,5500,5.0,1500.0,Bengaluru
Bommasandra,3 BHK,1447,3.0,80.0,Bengaluru
Balagere,2 BHK,1012,2.0,75.0,Bengaluru
Malleshpalya,3 BHK,1900,3.0,60.0,Bengaluru
Narayanapura,2 BHK,1308,2.0,92.66,Bengaluru
Green Glen Layout,4 BHK,3250,4.0,230.0,Bengaluru
Hormavu,1 BHK,1351,2.0,53.0,Bengaluru
Electronic City,2 BHK,1000,2.0,22.0,Bengaluru
J P Nagar 7th Phase Ramayya City,4 Bedroom,1200,4.0,350.0,Bengaluru
Gunjur,2 BHK,1140,2.0,49.11,Bengaluru
Jakkur,4 BHK,2249.81 - 4112.19,4.0,260.5,Bengaluru
Uttarahalli,3 BHK,1250,2.0,55.0,Bengaluru
Kanakapura,3 BHK,1290,3.0,45.15,Bengaluru
Ambedkar Nagar,2 BHK,1424,2.0,90.0,Bengaluru
Garudachar Palya,3 BHK,1320,2.0,60.6,Bengaluru
Akshaya Nagar,3 BHK,1662,3.0,85.5,Bengaluru
Shanthala Nagar,5 BHK,8321,5.0,2700.0,Bengaluru
Begur Road,2 BHK,1200,2.0,45.0,Bengaluru
Koramangala,3 BHK,1975,3.0,210.0,Bengaluru
Garudachar Palya,3 BHK,1295,2.0,59.5,Bengaluru
Battarahalli,3 BHK,1777,3.0,100.0,Bengaluru
Kadugodi,3 BHK,1900,3.0,108.0,Bengaluru
Anandapura,3 BHK,1576,3.0,59.1,Bengaluru
Sompura,2 BHK,1020,2.0,41.0,Bengaluru
Green Domain Layout,3 BHK,2100,3.0,170.0,Bengaluru
Raja Rajeshwari Nagar,1 BHK,648,1.0,31.75,Bengaluru
Neeladri Nagar,3 BHK,1167,2.0,38.0,Bengaluru
Vyalikaval,7 Bedroom,1000,7.0,160.0,Bengaluru
Hoodi,2 BHK,1220,2.0,50.89,Bengaluru
Kogilu,3 BHK,2350,5.0,327.0,Bengaluru
Vittasandra,2 BHK,1259,2.0,67.4,Bengaluru
Gottigere,4 Bedroom,2000,4.0,82.0,Bengaluru
8th Phase JP Nagar,3 BHK,1800,3.0,80.0,Bengaluru
Cleveland Town,3 BHK,1991,3.0,160.0,Bengaluru
Bannerghatta,3 BHK,1665,3.0,110.0,Bengaluru
"Hoodi Circle, ",2 BHK,1234,2.0,61.0,Bengaluru
Mysore Road,3 BHK,1340,2.0,64.31,Bengaluru
Banashankari,2 BHK,1170,2.0,46.79,Bengaluru
Electronics City Phase 1,2 BHK,995,2.0,46.0,Bengaluru
Old Airport Road,2 BHK,1075,2.0,60.0,Bengaluru
Electronic City,2 BHK,1025,2.0,54.5,Bengaluru
Rachenahalli,3 BHK,2721,3.0,113.0,Bengaluru
Thanisandra,3 BHK,2000,3.0,99.0,Bengaluru
Whitefield,4 BHK,2500,4.0,155.0,Bengaluru
Mallasandra,2 BHK,1325,2.0,70.0,Bengaluru
Kadugodi,2 BHK,1314,2.0,68.2,Bengaluru
Kanakpura Road,3 BHK,2265,3.0,136.0,Bengaluru
7th Phase JP Nagar,7 Bedroom,4800,7.0,170.0,Bengaluru
Yelahanka,2 BHK,1026,2.0,41.0,Bengaluru
Syndicate Bank Colony,3 BHK,1200,3.0,66.0,Bengaluru
Kada Agrahara,3 BHK,2220,4.0,65.0,Bengaluru
KR Puram,2 BHK,1070 - 1315,2.0,51.22,Bengaluru
Hebbal,2 BHK,1420,2.0,99.39,Bengaluru
Sarjapur  Road,3 BHK,1888,4.0,95.0,Bengaluru
JP Nagar,2 BHK,1300,2.0,90.87,Bengaluru
Rajaji Nagar,2 BHK,1216,2.0,97.16,Bengaluru
"Off Sarjapur road, ",4 Bedroom,3000,4.0,342.0,Bengaluru
Begur,3 BHK,1559,3.0,63.0,Bengaluru
Harlur,2 BHK,1290,2.0,87.0,Bengaluru
M C Layout,6 Bedroom,2400,6.0,245.0,Bengaluru
Whitefield,1 BHK,905,1.0,55.0,Bengaluru
Nanjappa Layout,2 BHK,1069,2.0,55.0,Bengaluru
Sarjapura - Attibele Road,2 BHK,829,2.0,22.8,Bengaluru
Koramangala,2 BHK,1900,2.0,200.0,Bengaluru
Dodda Banaswadi,5 Bedroom,3040Sq. Meter,5.0,140.0,Bengaluru
Sarjapur  Road,3 BHK,1300,3.0,60.0,Bengaluru
Channasandra,2 BHK,1115,2.0,33.45,Bengaluru
Rajaji Nagar,3 BHK,2409,3.0,360.0,Bengaluru
Ambedkar Nagar,3 BHK,2150,4.0,125.0,Bengaluru
Marathahalli,3 BHK,1305,2.0,69.0,Bengaluru
Kanakpura Road,2 BHK,1252,2.0,56.32,Bengaluru
Hosakerehalli,5 Bedroom,2400,5.0,250.0,Bengaluru
Whitefield,2 Bedroom,1200,2.0,46.13,Bengaluru
Koramangala,3 BHK,1750,3.0,130.0,Bengaluru
Electronic City Phase II,2 BHK,545,1.0,35.0,Bengaluru
BEL Layout,2 Bedroom,1375,2.0,105.0,Bengaluru
Subramanyapura,2 BHK,1313,2.0,66.5,Bengaluru
Attibele,4 Bedroom,3640,4.0,275.0,Bengaluru
Akshayanagara East,3 BHK,1693,3.0,108.0,Bengaluru
JCR Layout,2 BHK,1160,2.0,41.75,Bengaluru
Sri Kanteshwara Nagar,3 Bedroom,1200,3.0,200.0,Bengaluru
Subramanyapura,3 BHK,1255,2.0,79.0,Bengaluru
KR Puram,4 Bedroom,1000,4.0,75.0,Bengaluru
Bellari Road,2 BHK,900,2.0,45.0,Bengaluru
Yelahanka New Town,3 BHK,1700,3.0,90.0,Bengaluru
Indira Nagar,3 BHK,1875,3.0,180.0,Bengaluru
Uttarahalli,3 BHK,1700,3.0,88.0,Bengaluru
Harlur,3 BHK,1749,3.0,115.0,Bengaluru
Dasanapura,2 Bedroom,1500,3.0,65.0,Bengaluru
Varanasi,2 BHK,1175,2.0,48.0,Bengaluru
Akshaya Nagar,2 BHK,1280,2.0,60.0,Bengaluru
Abbaiah Reddy Layout,2 BHK,1200,2.0,50.0,Bengaluru
Ramagondanahalli,3 BHK,1610,2.0,115.0,Bengaluru
Electronic City,2 BHK,1070,2.0,46.0,Bengaluru
TC Palaya,2 Bedroom,1200,2.0,66.0,Bengaluru
9th Phase JP Nagar,2 BHK,1127,2.0,50.0,Bengaluru
Indira Nagar,2 BHK,1210,2.0,102.0,Bengaluru
Jyothi Nagar,2 BHK,600,2.0,23.0,Bengaluru
Thigalarapalya,4 BHK,4190,4.0,380.0,Bengaluru
Tata Nagar,2 BHK,1364,2.0,70.0,Bengaluru
Whitefield,4 BHK,2268,3.0,146.0,Bengaluru
RK Layout 2nd Stage,3 BHK,1150,2.0,77.5,Bengaluru
Tirumanahalli,2 BHK,1146,2.0,39.5,Bengaluru
Magadi Road,2 BHK,1345,2.0,55.0,Bengaluru
Mylasandra,2 BHK,1110,2.0,41.0,Bengaluru
Kengeri,2 BHK,750,2.0,36.0,Bengaluru
Motappa Layout,2 BHK,1156,2.0,49.5,Bengaluru
Pattandur Agrahara,2 BHK,1247,2.0,59.8,Bengaluru
Mangammanapalya,2 BHK,1058,2.0,60.0,Bengaluru
Kaggalipura,2 BHK,950,2.0,48.0,Bengaluru
Vasanthapura,2 BHK,420,2.0,35.0,Bengaluru
BTM 1st Stage,4 Bedroom,600,2.0,90.0,Bengaluru
Vijayanagar,3 BHK,1520,2.0,103.0,Bengaluru
Marathahalli,2 BHK,1215,2.0,58.86,Bengaluru
Raghuvanahalli,1 BHK,900,1.0,30.0,Bengaluru
Hennur Road,3 BHK,2350,3.0,174.0,Bengaluru
Thanisandra,2 BHK,1050,2.0,46.0,Bengaluru
 Devarabeesana Halli,3 BHK,1672,3.0,150.0,Bengaluru
Laggere,5 Bedroom,2800,5.0,125.0,Bengaluru
MCECHS  layout,3 BHK,1500,2.0,65.0,Bengaluru
Geddalahalli,2 BHK,1400,2.0,65.0,Bengaluru
Whitefield,4 Bedroom,500Sq. Yards,4.0,378.0,Bengaluru
8th Phase JP Nagar,4 Bedroom,2700,4.0,130.0,Bengaluru
Bommasandra,2 BHK,920,2.0,37.46,Bengaluru
Sarjapur  Road,3 Bedroom,1200,3.0,70.0,Bengaluru
Brindavan Nagar,3 BHK,1250,3.0,139.0,Bengaluru
Hosakerehalli,3 BHK,1817,4.0,153.0,Bengaluru
Cooke Town,5 Bedroom,2043,6.0,375.0,Bengaluru
HSR Layout,2 BHK,1140,2.0,46.0,Bengaluru
Yelahanka,4 Bedroom,4346,4.0,450.0,Bengaluru
Haralur Road,2 BHK,1464,2.0,56.0,Bengaluru
Ambedkar Colony,2 BHK,1468,3.0,130.0,Bengaluru
Electronics City Phase 1,3 BHK,1555,2.0,82.0,Bengaluru
Munnekollal,6 Bedroom,1200,4.0,110.0,Bengaluru
Whitefield,2 BHK,1150,2.0,55.0,Bengaluru
Kadubeesanahalli,2 BHK,970,2.0,35.0,Bengaluru
Banashankari,4 BHK,2500,4.0,95.0,Bengaluru
Seetharampalya,2 BHK,1166,2.0,53.0,Bengaluru
Konanakunte,3 Bedroom,2779,3.0,317.0,Bengaluru
Electronic City,3 BHK,1350,3.0,58.0,Bengaluru
Mariyannapalya,2 BHK,900,2.0,46.0,Bengaluru
7th Phase JP Nagar,3 BHK,1300,2.0,52.0,Bengaluru
Kanaka Nagar,3 BHK,1190,3.0,55.0,Bengaluru
Kodichikkanahalli,3 BHK,1495,2.0,75.0,Bengaluru
Indira Nagar,2 BHK,1224,2.0,105.0,Bengaluru
Banashankari Stage III,3 BHK,1350,2.0,68.0,Bengaluru
Green Glen Layout,2 BHK,940,2.0,56.8,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1100,2.0,55.0,Bengaluru
Kaikondrahalli,2 BHK,1300,2.0,61.0,Bengaluru
Palace Road,3 BHK,1480,2.0,145.0,Bengaluru
Hoodi,2 BHK,1105,2.0,46.37,Bengaluru
Sarjapur  Road,3 Bedroom,2600,3.0,200.0,Bengaluru
Yelahanka,3 BHK,1517,3.0,76.3,Bengaluru
Horamavu Banaswadi,6 Bedroom,3800,8.0,200.0,Bengaluru
Jalahalli,3 BHK,1615,3.0,89.75,Bengaluru
MCECHS  layout,3 BHK,1500,3.0,65.0,Bengaluru
Mysore Road,3 BHK,1082,3.0,50.5,Bengaluru
Marathahalli,2 BHK,1365,2.0,73.0,Bengaluru
Electronic City,2 BHK,1000,2.0,25.0,Bengaluru
CV Raman Nagar,2 BHK,1392,2.0,98.0,Bengaluru
Kodigehalli,2 BHK,1086,2.0,33.66,Bengaluru
Hennur Road,3 BHK,1586,3.0,93.94,Bengaluru
Hennur,2 BHK,1100,2.0,60.0,Bengaluru
Electronic City Phase II,2 BHK,1065,2.0,30.75,Bengaluru
TC Palaya,3 Bedroom,1500,2.0,120.0,Bengaluru
7th Phase JP Nagar,3 BHK,1575,2.0,120.0,Bengaluru
Hennur Road,3 BHK,1975,3.0,123.0,Bengaluru
Nelamangala,2 BHK,820,2.0,24.0,Bengaluru
Gubbalala,3 BHK,1745,3.0,110.0,Bengaluru
Nagarbhavi,2 BHK,1223,2.0,60.0,Bengaluru
Ananth Nagar,3 BHK,1200,2.0,65.0,Bengaluru
Basaveshwara Nagar,2 BHK,1200,2.0,90.0,Bengaluru
Binny Pete,1 BHK,665,1.0,46.08,Bengaluru
Bharathi Nagar,2 BHK,1351,2.0,70.0,Bengaluru
Hebbal,3 BHK,1355,3.0,83.87,Bengaluru
Sector 7 HSR Layout,3 BHK,3900,3.0,300.0,Bengaluru
Thanisandra,3 BHK,1588,3.0,75.55,Bengaluru
Amruthahalli,2 BHK,900,2.0,60.0,Bengaluru
Bhuvaneshwari Nagar,3 Bedroom,440,3.0,50.0,Bengaluru
Harlur,4 Bedroom,3385,4.0,260.0,Bengaluru
Panathur,3 BHK,1370,2.0,75.0,Bengaluru
Whitefield,3 Bedroom,1500,3.0,71.8,Bengaluru
Pulikeshi Nagar,3 BHK,2280,3.0,285.0,Bengaluru
Kanakpura Road,3 BHK,1100,3.0,53.0,Bengaluru
Hoodi,2 BHK,1247,2.0,53.0,Bengaluru
Domlur Layout,3 BHK,2000,3.0,200.0,Bengaluru
Balagere,2 BHK,1020.07,2.0,68.38,Bengaluru
Gunjur Palya,3 BHK,1033,2.0,32.0,Bengaluru
B Narayanapura,3 BHK,1460,2.0,73.0,Bengaluru
Garudachar Palya,2 BHK,1150,2.0,52.8,Bengaluru
Sarjapur  Road,5 BHK,5965,5.0,385.0,Bengaluru
Babusapalaya,2 BHK,1141,2.0,46.0,Bengaluru
Yelahanka,4 BHK,2806 - 3019,6.0,125.5,Bengaluru
Doddaballapur,4 Bedroom,4200,4.0,325.0,Bengaluru
Hosa Road,3 BHK,1665,2.0,125.0,Bengaluru
Kanakapura,2 BHK,1295,2.0,64.0,Bengaluru
Haralur Road,2 BHK,1230,2.0,78.0,Bengaluru
Anand Nagar,3 BHK,1080,2.0,75.0,Bengaluru
Kaggalipura,2 BHK,1000,2.0,60.0,Bengaluru
Kaval Byrasandra,3 BHK,2400,2.0,50.0,Bengaluru
Whitefield,1 BHK,613 - 648,1.0,32.79,Bengaluru
Rayasandra,3 BHK,1708,3.0,75.0,Bengaluru
Thanisandra,3 BHK,1697,3.0,115.0,Bengaluru
Whitefield,4 BHK,3537,5.0,210.0,Bengaluru
Hosa Road,1 BHK,615,1.0,28.29,Bengaluru
Banashankari,3 BHK,1350,2.0,83.0,Bengaluru
Kanakpura Road,3 BHK,1430 - 1630,,66.4,Bengaluru
Jalahalli,2 BHK,1083,2.0,32.49,Bengaluru
Gottigere,3 BHK,1460,2.0,65.0,Bengaluru
Babusapalaya,2 BHK,1084,2.0,58.0,Bengaluru
Bommasandra,2 BHK,1035,2.0,41.43,Bengaluru
Vijaya Bank Layout,3 BHK,2400,2.0,150.0,Bengaluru
Hosur Road,1 BHK,460,1.0,21.0,Bengaluru
