location,size,total_sqft,bath,price,Place,bhk
Karapakkam,1 bhk,692,1,69.9925,Chennai,1
Velachery,3 bhk,1897,2,79.7757,Chennai,3
Velachery,2 bhk,1607,1,85.2878,Chennai,2
KK Nagar,2 bhk,1607,1,142.098,Chennai,2
Anna Nagar,2 bhk,1853,1,130.2664,Chennai,2
Chrompet,1 bhk,1121,1,107.6872,Chennai,1
KK Nagar,4 bhk,2279,2,135.829,Chennai,4
Adyar,1 bhk,729,1,68.5355,Chennai,1
Adyar,1 bhk,794,1,102.14695,Chennai,1
Chrompet,1 bhk,800,1,119.0075,Chennai,1
Chrompet,2 bhk,1292,1,103.0929,Chennai,2
Adyar,1 bhk,831,1,76.5664,Chennai,1
Velachery,3 bhk,1850,2,157.4659,Chennai,3
Karapakkam,2 bhk,1454,2,58.295,Chennai,2
Chrompet,1 bhk,1053,1,124.868,Chennai,1
Adyar,1 bhk,1115,1,97.9537,Chennai,1
KK Nagar,2 bhk,1498,1,90.231,Chennai,2
Chrompet,1 bhk,992,1,104.4255,Chennai,1
Karapakkam,1 bhk,520,1,43.21,Chennai,1
Adyar,1 bhk,833,1,112.8041,Chennai,1
Chrompet,1 bhk,1114,1,135.5185,Chennai,1
Karapakkam,1 bhk,753,1,87.9875,Chennai,1
Anna Nagar,1 bhk,1705,1,118.1334,Chennai,1
Adyar,1 bhk,934,1,120.3272,Chennai,1
Karapakkam,1 bhk,1101,1,77.0475,Chennai,1
Chrompet,1 bhk,1104,1,143.95,Chennai,1
Chrompet,1 bhk,1085,1,87.168,Chennai,1
Chrompet,1 bhk,1015,1,130.7645,Chennai,1
Karapakkam,2 bhk,1389,2,88.6375,Chennai,2
Chrompet,1 bhk,1179,1,106.9648,Chennai,1
Chrompet,1 bhk,855,1,93.546,Chennai,1
Adyar,1 bhk,897,1,98.50425,Chennai,1
Anna Nagar,1 bhk,1762,1,134.0725,Chennai,1
Chrompet,1 bhk,726,1,103.701,Chennai,1
Chrompet,2 bhk,1285,1,159.82,Chennai,2
Chrompet,1 bhk,940,1,113.595,Chennai,1
Anna Nagar,2 bhk,1914,1,144.9951,Chennai,2
Adyar,2 bhk,1285,2,119.55405,Chennai,2
Chrompet,1 bhk,707,1,71.3385,Chennai,1
Chrompet,1 bhk,939,1,124.5965,Chennai,1
T Nagar,2 bhk,1911,1,212.2025,Chennai,2
Anna Nagar,1 bhk,1697,1,124.8016,Chennai,1
Chrompet,1 bhk,740,1,90.0275,Chennai,1
T Nagar,1 bhk,1639,1,120.4132,Chennai,1
Chrompet,2 bhk,1210,1,99.6725,Chennai,2
Karapakkam,2 bhk,1467,2,57.2975,Chennai,2
Karapakkam,2 bhk,1412,2,116.735,Chennai,2
Chrompet,1 bhk,1124,1,130.306,Chennai,1
Anna Nagar,2 bhk,1996,1,206.1881,Chennai,2
Karapakkam,2 bhk,1632,2,68.275,Chennai,2
Chrompet,1 bhk,1021,1,93.3827,Chennai,1
Karapakkam,2 bhk,1448,2,122.5225,Chennai,2
KK Nagar,4 bhk,2450,2,119.6752,Chennai,4
Chrompet,1 bhk,941,1,98.68,Chennai,1
KK Nagar,2 bhk,1412,1,106.7814,Chennai,2
Chrompet,1 bhk,1153,1,128.668,Chennai,1
T Nagar,1 bhk,1690,1,195.2611,Chennai,1
KK Nagar,1 bhk,1307,1,92.7278,Chennai,1
Velachery,2 bhk,1635,1,95.7049,Chennai,2
Chrompet,1 bhk,772,1,101.3215,Chennai,1
Karapakkam,2 bhk,1438,2,123.935,Chennai,2
T Nagar,1 bhk,1505,1,110.8638,Chennai,1
Karapakkam,2 bhk,1635,2,88.2075,Chennai,2
Anna Nagar,1 bhk,1631,1,122.5175,Chennai,1
T Nagar,1 bhk,1585,1,118.2832,Chennai,1
Chrompet,1 bhk,1117,1,127.0495,Chennai,1
Karapakkam,1 bhk,1296,1,112.3525,Chennai,1
Chrompet,2 bhk,1238,1,92.5831,Chennai,2
KK Nagar,3 bhk,1859,2,160.1896,Chennai,3
KK Nagar,4 bhk,2239,2,115.6358,Chennai,4
Velachery,2 bhk,1771,1,81.2965,Chennai,2
Adyar,1 bhk,626,1,52.5164,Chennai,1
Chrompet,1 bhk,978,1,81.9611,Chennai,1
T Nagar,1 bhk,1586,1,102.5918,Chennai,1
Chrompet,1 bhk,1196,1,111.3527,Chennai,1
Chrompet,2 bhk,1225,1,111.165,Chennai,2
Chrompet,1 bhk,812,1,96.6335,Chennai,1
Karapakkam,2 bhk,1436,2,117.995,Chennai,2
Karapakkam,1 bhk,1019,1,104.7225,Chennai,1
Chrompet,2 bhk,1203,1,134.915,Chennai,2
Chrompet,1 bhk,1027,1,118.274,Chennai,1
Velachery,3 bhk,1974,2,110.3197,Chennai,3
Velachery,2 bhk,1746,1,99.6415,Chennai,2
KK Nagar,2 bhk,1711,1,102.4894,Chennai,2
T Nagar,2 bhk,1918,1,125.7429,Chennai,2
Karapakkam,1 bhk,1083,1,51.59375,Chennai,1
Karapakkam,1 bhk,826,1,46.4625,Chennai,1
Velachery,2 bhk,1624,1,90.318,Chennai,2
Chrompet,1 bhk,1122,1,131.804,Chennai,1
Ana Nagar,2 bhk,1906,1,200.2097,Chennai,2
Chrompet,1 bhk,849,1,70.6113,Chennai,1
Anna Nagar,1 bhk,1793,1,128.1321,Chennai,1
Velachery,3 bhk,1936,2,107.3743,Chennai,3
Velachery,3 bhk,1956,2,95.9083,Chennai,3
KK Nagar,3 bhk,1778,2,105.02,Chennai,3
Karapakkam,1 bhk,1075,1,85.435,Chennai,1
Karapakkam,1 bhk,541,1,48.94125,Chennai,1
Chrompet,1 bhk,1166,1,142.482,Chennai,1
Karapakkam,1 bhk,533,1,30.00375,Chennai,1
Chrompet,1 bhk,738,1,76.606,Chennai,1
T Nagar,1 bhk,1771,1,205.9112,Chennai,1
Anna Nagar,1 bhk,1687,1,114.0757,Chennai,1
KK Nagar,3 bhk,1970,2,149.4912,Chennai,3
Karapakkam,2 bhk,1620,2,91.6325,Chennai,2
Karapakkam,1 bhk,668,1,37.8125,Chennai,1
Velachery,2 bhk,1542,1,104.5306,Chennai,2
T Nagar,1 bhk,1551,1,124.3573,Chennai,1
KK Nagar,4 bhk,2221,2,116.8202,Chennai,4
Velachery,2 bhk,1522,1,92.6868,Chennai,2
Velachery,2 bhk,1539,1,98.7936,Chennai,2
T Nagar,2 bhk,1866,1,156.7828,Chennai,2
Anna Nagar,2 bhk,1874,1,146.0266,Chennai,2
KK Nagar,3 bhk,2097,2,106.6878,Chennai,3
Chrompet,1 bhk,1159,1,124.155,Chennai,1
KK Nagar,2 bhk,1438,1,145.09,Chennai,2
Chrompet,1 bhk,863,1,73.4181,Chennai,1
Karapakkam,1 bhk,1292,1,103.39,Chennai,1
Anna Nagar,1 bhk,1691,1,125.4966,Chennai,1
Anna Nagar,2 bhk,1894,1,126.8041,Chennai,2
Chrompet,1 bhk,1174,1,133.2825,Chennai,1
Velachery,3 bhk,1838,2,99.5268,Chennai,3
Karapakkam,2 bhk,1582,2,125.7075,Chennai,2
KK Nagar,3 bhk,1951,2,97.7296,Chennai,3
Karapakkam,1 bhk,1237,1,68.23875,Chennai,1
Velachery,3 bhk,1989,2,91.8829,Chennai,3
Chrompet,1 bhk,1129,1,146.141,Chennai,1
Chrompet,1 bhk,768,1,74.624,Chennai,1
Chrompet,1 bhk,1056,1,69.3072,Chennai,1
T Nagar,1 bhk,1585,1,178.0586,Chennai,1
KK Nagar,3 bhk,1789,2,118.7436,Chennai,3
Velachery,3 bhk,1869,2,159.4133,Chennai,3
Karapakkam,1 bhk,520,1,52.4625,Chennai,1
Chrompet,1 bhk,738,1,106.25,Chennai,1
Velachery,3 bhk,1914,2,117.8126,Chennai,3
Anna Nagar,1 bhk,1576,1,125.6,Chennai,1
Chrompet,1 bhk,869,1,68.3195,Chennai,1
Adyar,1 bhk,635,1,60.009,Chennai,1
Anna Nagar,2 bhk,1875,1,146.4026,Chennai,2
KK Nagar,4 bhk,2344,2,189.6374,Chennai,4
Anna Nagar,2 bhk,1804,1,145.0738,Chennai,2
Adyar,1 bhk,985,1,73.754,Chennai,1
Anna Nagar,1 bhk,1589,1,186.7696,Chennai,1
Karapakkam,2 bhk,1390,2,79.41,Chennai,2
KK Nagar,4 bhk,2435,2,129.113,Chennai,4
Adyar,1 bhk,1145,1,118.04935,Chennai,1
Chrompet,1 bhk,714,1,81.9145,Chennai,1
Chrompet,1 bhk,1174,1,129.8015,Chennai,1
Anna Nagar,2 bhk,1936,1,213.2064,Chennai,2
Karapakkam,2 bhk,1477,2,98.9825,Chennai,2
Karapakkam,1 bhk,1017,1,97.155,Chennai,1
Chrompet,1 bhk,943,1,77.1086,Chennai,1
T Nagar,1 bhk,1515,1,114.1561,Chennai,1
Chrompet,1 bhk,1071,1,92.7702,Chennai,1
Velachery,3 bhk,1937,2,106.7085,Chennai,3
KK Nagar,4 bhk,2440,2,142.1702,Chennai,4
Chrompet,1 bhk,892,1,80.2754,Chennai,1
Velachery,3 bhk,1951,2,156.3599,Chennai,3
Karapakkam,2 bhk,1452,2,80.0825,Chennai,2
Velachery,2 bhk,1605,1,117.1037,Chennai,2
Chrompet,1 bhk,733,1,74.8766,Chennai,1
Karapakkam,1 bhk,616,1,54.52,Chennai,1
Anna Nagar,1 bhk,1525,1,120.19,Chennai,1
KK Nagar,2 bhk,1577,1,92.1804,Chennai,2
Adyar,1 bhk,1002,1,77.3112,Chennai,1
Velachery,2 bhk,1792,1,153.7085,Chennai,2
Chrompet,1 bhk,721,1,79.4737,Chennai,1
T Nagar,1 bhk,1530,1,173.404,Chennai,1
Chrompet,1 bhk,723,1,106.5965,Chennai,1
Adyar,1 bhk,840,1,65.78415,Chennai,1
Karapakkam,1 bhk,1254,1,86.56,Chennai,1
Karapakkam,1 bhk,1129,1,64.72125,Chennai,1
Adyar,2 bhk,1272,2,98.896,Chennai,2
Adyar,1 bhk,1085,1,89.2028,Chennai,1
Velachery,3 bhk,1922,2,107.3902,Chennai,3
Chrompet,1 bhk,994,1,115.346,Chennai,1
Velachery,2 bhk,1798,1,94.0996,Chennai,2
Velachery,2 bhk,1544,1,131.0488,Chennai,2
Velachery,2 bhk,1740,1,121.923,Chennai,2
Velachery,2 bhk,1676,1,89.3259,Chennai,2
Adyar,2 bhk,1209,2,106.72285,Chennai,2
KK Nagar,2 bhk,1397,1,127.7454,Chennai,2
Karapakkam,1 bhk,1028,1,70.8725,Chennai,1
Adyar,1 bhk,1063,1,105.25805,Chennai,1
Velachery,2 bhk,1596,1,96.3735,Chennai,2
Adyar,1 bhk,648,1,80.4416,Chennai,1
Velachery,2 bhk,1732,1,89.1327,Chennai,2
Chrompet,1 bhk,1100,1,91.717,Chennai,1
Chrompet,1 bhk,1182,1,108.7679,Chennai,1
KK Nagar,3 bhk,2137,2,118.1054,Chennai,3
Chrompet,2 bhk,1298,1,160.06,Chennai,2
Velachery,2 bhk,1581,1,77.634,Chennai,2
Velachery,2 bhk,1520,1,75.2243,Chennai,2
Chrompet,1 bhk,785,1,73.352,Chennai,1
Velachery,3 bhk,1929,2,160.7087,Chennai,3
Chrompet,1 bhk,765,1,68.606,Chennai,1
KK Nagar,3 bhk,2215,2,115.9624,Chennai,3
KK Nagar,2 bhk,1599,1,101.486,Chennai,2
KK Nagar,1 bhk,1320,1,118.5124,Chennai,1
T Nagar,1 bhk,1527,1,186.8621,Chennai,1
Chrompet,1 bhk,803,1,68.114,Chennai,1
Adyar,1 bhk,778,1,98.2154,Chennai,1
T Nagar,2 bhk,1917,1,141.0558,Chennai,2
T Nagar,1 bhk,1762,1,183.3302,Chennai,1
Anna Nagar,1 bhk,1662,1,129.1691,Chennai,1
Adyar,1 bhk,691,1,54.99565,Chennai,1
Chrompet,1 bhk,1142,1,85.5985,Chennai,1
Karapakkam,1 bhk,965,1,66.415,Chennai,1
Velachery,2 bhk,1793,1,69.8032,Chennai,2
Chrompet,1 bhk,1021,1,93.0477,Chennai,1
Chrompet,1 bhk,1097,1,148.7495,Chennai,1
Velachery,2 bhk,1753,1,69.28,Chennai,2
T Nagar,2 bhk,1941,1,165.3857,Chennai,2
Chrompet,1 bhk,1067,1,91.1245,Chennai,1
Chrompet,1 bhk,733,1,105.4875,Chennai,1
Anna Nagar,2 bhk,1856,1,141.6813,Chennai,2
Chrompet,1 bhk,961,1,84.0232,Chennai,1
Karapakkam,1 bhk,681,1,26.4025,Chennai,1
Velachery,2 bhk,1550,1,123.3767,Chennai,2
Anna Nagar,1 bhk,1766,1,177.2231,Chennai,1
Chrompet,1 bhk,983,1,89.7846,Chennai,1
Anna Nagar,1 bhk,1638,1,105.1493,Chennai,1
KK Nagar,3 bhk,2092,2,114.3174,Chennai,3
Chrompet,1 bhk,942,1,79.133,Chennai,1
Karapakkam,2 bhk,1627,2,60.5475,Chennai,2
Chrompet,1 bhk,932,1,71.906,Chennai,1
Karapakkam,1 bhk,715,1,50.9175,Chennai,1
Karapakkam,1 bhk,1140,1,65.19,Chennai,1
Anna Nagar,1 bhk,1658,1,143.7573,Chennai,1
Adyar,1 bhk,1112,1,117.8007,Chennai,1
Anna Nagar,1 bhk,1584,1,110.6112,Chennai,1
Velachery,3 bhk,1894,2,160.2531,Chennai,3
Adyar,1 bhk,791,1,68.182,Chennai,1
Chrompet,1 bhk,715,1,72.838,Chennai,1
KK Nagar,4 bhk,2495,2,124.9656,Chennai,4
Karapakkam,1 bhk,1015,1,74.79,Chennai,1
Chrompet,1 bhk,1125,1,130.9035,Chennai,1
Anna Nagar,2 bhk,1964,1,136.5124,Chennai,2
KK Nagar,3 bhk,1975,2,154.4318,Chennai,3
KK Nagar,2 bhk,1759,1,106.252,Chennai,2
Chrompet,2 bhk,1222,1,105.6939,Chennai,2
Anna Nagar,1 bhk,1587,1,108.8034,Chennai,1
Velachery,3 bhk,1992,2,100.1177,Chennai,3
KK Nagar,4 bhk,2458,2,201.399,Chennai,4
Adyar,1 bhk,837,1,108.05855,Chennai,1
Karapakkam,1 bhk,964,1,88.1425,Chennai,1
Karapakkam,1 bhk,1170,1,57.8375,Chennai,1
Anna Nagar,2 bhk,1823,1,208.1959,Chennai,2
Adyar,1 bhk,1159,1,104.444,Chennai,1
Adyar,2 bhk,1288,2,98.2732,Chennai,2
Anna Nagar,1 bhk,1724,1,123.0326,Chennai,1
Adyar,1 bhk,1130,1,99.4384,Chennai,1
Anna Nagar,2 bhk,1977,1,111.4171,Chennai,2
Adyar,1 bhk,633,1,56.1951,Chennai,1
Chrompet,2 bhk,1237,1,96.0904,Chennai,2
Anna Nagar,1 bhk,1599,1,97.4365,Chennai,1
Karapakkam,1 bhk,969,1,38.6725,Chennai,1
Chrompet,2 bhk,1292,1,94.591,Chennai,2
Chrompet,2 bhk,1229,1,92.953,Chennai,2
Chrompet,1 bhk,768,1,67.895,Chennai,1
Anna Nagar,2 bhk,1878,1,142.3959,Chennai,2
KK Nagar,3 bhk,2134,2,128.569,Chennai,3
Adyar,1 bhk,682,1,98.1051,Chennai,1
T Nagar,2 bhk,1815,1,130.4631,Chennai,2
KK Nagar,2 bhk,1687,1,97.299,Chennai,2
Karapakkam,1 bhk,535,1,38.44375,Chennai,1
Chrompet,1 bhk,1109,1,91.898,Chennai,1
KK Nagar,2 bhk,1333,1,84.466,Chennai,2
Velachery,3 bhk,1987,2,123.0603,Chennai,3
Chrompet,1 bhk,943,1,122.1905,Chennai,1
Velachery,2 bhk,1633,1,141.3578,Chennai,2
Karapakkam,2 bhk,1513,2,115.4775,Chennai,2
Anna Nagar,2 bhk,1910,1,142.281,Chennai,2
Velachery,2 bhk,1581,1,94.5659,Chennai,2
Chrompet,2 bhk,1239,1,105.9968,Chennai,2
Karapakkam,2 bhk,1414,2,94.91,Chennai,2
Chrompet,1 bhk,755,1,69.72,Chennai,1
Chrompet,1 bhk,826,1,78.6637,Chennai,1
Anna Nagar,1 bhk,1582,1,105.9861,Chennai,1
Karapakkam,2 bhk,1454,2,89.3025,Chennai,2
Karapakkam,1 bhk,1226,1,78.5325,Chennai,1
Karapakkam,1 bhk,949,1,41.555,Chennai,1
Anna Nagar,2 bhk,1875,1,131.713,Chennai,2
KK Nagar,3 bhk,2152,2,109.5486,Chennai,3
Adyar,2 bhk,1252,2,107.59755,Chennai,2
Anna Nagar,1 bhk,1601,1,109.9579,Chennai,1
T Nagar,1 bhk,1515,1,126.271,Chennai,1
Velachery,2 bhk,1638,1,108.439,Chennai,2
Velachery,3 bhk,1979,2,97.3359,Chennai,3
KK Nagar,2 bhk,1647,1,88.0892,Chennai,2
Chrompet,1 bhk,1158,1,105.5481,Chennai,1
KK Nagar,4 bhk,2323,2,137.7432,Chennai,4
Velachery,3 bhk,1901,2,176.5742,Chennai,3
Karapakkam,1 bhk,1252,1,63.8775,Chennai,1
Velachery,3 bhk,1891,2,116.6793,Chennai,3
Anna Nagar,2 bhk,1816,1,133.6923,Chennai,2
KK Nagar,2 bhk,1369,1,111.3448,Chennai,2
Chrompet,1 bhk,1167,1,95.5354,Chennai,1
KK Nagar,3 bhk,1781,2,159.7994,Chennai,3
Anna Nagar,1 bhk,1512,1,170.8416,Chennai,1
T Nagar,1 bhk,1611,1,201.1992,Chennai,1
Velachery,3 bhk,1856,2,109.737,Chennai,3
Anna Nagar,1 bhk,1539,1,107.5635,Chennai,1
KK Nagar,3 bhk,1965,2,117.7928,Chennai,3
Chrompet,1 bhk,788,1,85.781,Chennai,1
Chrompet,1 bhk,848,1,65.6851,Chennai,1
Chrompet,1 bhk,987,1,115.4105,Chennai,1
Karapakkam,1 bhk,1021,1,52.755,Chennai,1
Chrompet,2 bhk,1282,1,92.9309,Chennai,2
Karapakkam,1 bhk,1254,1,57.6925,Chennai,1
Velachery,2 bhk,1511,1,64.357,Chennai,2
Adyar,1 bhk,920,1,97.47565,Chennai,1
Adyar,1 bhk,700,1,68.70115,Chennai,1
Velachery,3 bhk,1929,2,79.3156,Chennai,3
Velachery,3 bhk,1820,2,96.0622,Chennai,3
KK Nagar,3 bhk,2039,2,108.548,Chennai,3
Adyar,1 bhk,935,1,59.72585,Chennai,1
Adyar,1 bhk,648,1,58.4288,Chennai,1
KK Nagar,3 bhk,2034,2,113.465,Chennai,3
T Nagar,1 bhk,1543,1,112.0246,Chennai,1
KK Nagar,4 bhk,2366,2,177.3902,Chennai,4
Chrompet,1 bhk,876,1,103.3782,Chennai,1
KK Nagar,2 bhk,1422,1,96.5112,Chennai,2
Velachery,3 bhk,1877,2,88.1224,Chennai,3
Karapakkam,1 bhk,916,1,66.2475,Chennai,1
KK Nagar,2 bhk,1462,1,129.2844,Chennai,2
Chrompet,1 bhk,859,1,123.0515,Chennai,1
Chrompet,1 bhk,1098,1,134.048,Chennai,1
Karapakkam,1 bhk,1326,1,82.7225,Chennai,1
Velachery,3 bhk,1866,2,163.67,Chennai,3
Chrompet,1 bhk,1032,1,79.2954,Chennai,1
Karapakkam,1 bhk,579,1,56.39375,Chennai,1
Karapakkam,2 bhk,1366,2,119.435,Chennai,2
KK Nagar,3 bhk,1830,2,108.9374,Chennai,3
Velachery,3 bhk,1912,2,106.1899,Chennai,3
T Nagar,1 bhk,1748,1,120.8189,Chennai,1
KK Nagar,4 bhk,2415,2,140.905,Chennai,4
Anna Nagar,2 bhk,1887,1,218.1536,Chennai,2
Adyar,1 bhk,642,1,93.52665,Chennai,1
Chrompet,2 bhk,1210,1,107.4625,Chennai,2
KK Nagar,3 bhk,2111,2,127.446,Chennai,3
Velachery,2 bhk,1574,1,120.097,Chennai,2
T Nagar,1 bhk,1525,1,115.1079,Chennai,1
Chrompet,1 bhk,801,1,101.8345,Chennai,1
T Nagar,1 bhk,1642,1,112.2876,Chennai,1
Karapakkam,2 bhk,1382,2,127.2375,Chennai,2
Velachery,3 bhk,1901,2,94.4641,Chennai,3
Chrompet,1 bhk,714,1,66.777,Chennai,1
Velachery,3 bhk,1952,2,165.8682,Chennai,3
Chrompt,1 bhk,741,1,66.3065,Chennai,1
Anna Nagar,1 bhk,1786,1,207.0905,Chennai,1
Karapakkam,1 bhk,1047,1,81.48875,Chennai,1
Karapakkam,1 bhk,964,1,76.3775,Chennai,1
Karapakkam,1 bhk,627,1,58.29,Chennai,1
Chrompet,1 bhk,921,1,120.512,Chennai,1
Chrompet,1 bhk,989,1,104.9365,Chennai,1
Adyar,2 bhk,1217,2,112.2689,Chennai,2
Adyar,2 bhk,1209,2,74.6637,Chennai,2
Anna Nagar,1 bhk,1600,1,184.3931,Chennai,1
Chrompet,1 bhk,740,1,106.712,Chennai,1
Karapakkam,1 bhk,1295,1,91.045,Chennai,1
Chrompet,1 bhk,1005,1,102.5045,Chennai,1
Karapakkam,1 bhk,908,1,61.725,Chennai,1
Karapakkam,1 bhk,1260,1,120.3875,Chennai,1
Chrompet,1 bhk,1052,1,81.871,Chennai,1
Velachery,2 bhk,1718,1,108.9447,Chennai,2
Chrompet,2 bhk,1286,1,95.9325,Chennai,2
Chrompet,1 bhk,765,1,77.285,Chennai,1
Chrompet,2 bhk,1206,1,127.516,Chennai,2
KK Nagar,4 bhk,2268,2,188.1502,Chennai,4
KK Nagar,1 bhk,1300,1,136.693,Chennai,1
Karapakkam,1 bhk,1010,1,73.3175,Chennai,1
Adyar,1 bhk,1062,1,85.20705,Chennai,1
T Nagar,1 bhk,1755,1,139.5739,Chennai,1
Adyar,1 bhk,1157,1,77.07405,Chennai,1
KK Nagar,4 bhk,2398,2,195.6718,Chennai,4
Chrompet,1 bhk,1083,1,142.0455,Chennai,1
T Nagar,1 bhk,1730,1,192.7587,Chennai,1
Velachery,2 bhk,1682,1,92.3413,Chennai,2
KK Nagar,2 bhk,1610,1,104.1124,Chennai,2
Karapakkam,2 bhk,1460,2,57.2775,Chennai,2
Chrompet,1 bhk,972,1,94.923,Chennai,1
Karapakkam,1 bhk,1116,1,55.895,Chennai,1
Chrompet,1 bhk,771,1,82.5427,Chennai,1
KK Nagar,4 bhk,2453,2,137.9106,Chennai,4
Anna Nagar,1 bhk,1580,1,129.1062,Chennai,1
Chrompet,2 bhk,1202,1,128.4845,Chennai,2
Chrompet,1 bhk,997,1,92.4364,Chennai,1
T Nagar,2 bhk,1914,1,219.3762,Chennai,2
Adyar,2 bhk,1297,2,100.8805,Chennai,2
T Nagar,1 bhk,1576,1,122.4278,Chennai,1
KK Nagar,2 bhk,1603,1,105.4656,Chennai,2
Chrompet,1 bhk,976,1,92.5775,Chennai,1
Chrompet,1 bhk,743,1,53.409,Chennai,1
Anna Nagar,2 bhk,1949,1,211.4033,Chennai,2
Velachery,3 bhk,1992,2,115.0433,Chennai,3
Adyar,1 bhk,632,1,68.59145,Chennai,1
Karapakkam,1 bhk,1275,1,59.555,Chennai,1
KK Nagar,3 bhk,1847,2,116.9186,Chennai,3
Velachery,3 bhk,1953,2,127.5247,Chennai,3
Velachery,3 bhk,1966,2,166.2761,Chennai,3
Karapakkam,1 bhk,1257,1,63.00625,Chennai,1
Adyar,1 bhk,1028,1,113.3478,Chennai,1
Karapakkam,1 bhk,592,1,67.0975,Chennai,1
Adyar,1 bhk,797,1,80.6672,Chennai,1
Anna Nagar,2 bhk,1866,1,198.885,Chennai,2
T Nagar,1 bhk,1783,1,119.3088,Chennai,1
Karapakkam,1 bhk,1189,1,103.795,Chennai,1
Karapakkam,1 bhk,1089,1,104.0825,Chennai,1
Anna Nagar,2 bhk,1892,1,147.7193,Chennai,2
Anna Nagar,1 bhk,1775,1,133.2712,Chennai,1
Karapakkam,1 bhk,737,1,44.845,Chennai,1
Velachery,2 bhk,1601,1,82.2318,Chennai,2
KK Nagar,4 bhk,2447,2,118.0974,Chennai,4
Anna Nagar,1 bhk,1539,1,179.8513,Chennai,1
Anna Nagar,2 bhk,1970,1,152.0934,Chennai,2
Chrompet,2 bhk,1282,1,115.6069,Chennai,2
Karapakkam,2 bhk,1661,2,122.8925,Chennai,2
Anna Nagar,1 bhk,1529,1,106.6893,Chennai,1
KK Nagar,3 bhk,1777,2,157.9478,Chennai,3
Karapakkam,2 bhk,1596,2,94.0475,Chennai,2
Chrompet,1 bhk,812,1,78.2855,Chennai,1
Adyar,1 bhk,964,1,62.0811,Chennai,1
Velachery,3 bhk,1902,2,167.5854,Chennai,3
Anna Nagar,2 bhk,1973,1,145.6509,Chennai,2
KK Nagar,4 bhk,2443,2,145.217,Chennai,4
Karapakkam,2 bhk,1679,2,100.51,Chennai,2
Adyar,1 bhk,871,1,108.90755,Chennai,1
KK Nagar,3 bhk,1890,2,165.3614,Chennai,3
Velachery,2 bhk,1507,1,100.3858,Chennai,2
Velachery,3 bhk,1906,2,93.8871,Chennai,3
Velachery,3 bhk,1880,2,96.8603,Chennai,3
Adyar,1 bhk,770,1,82.17905,Chennai,1
Chrompet,1 bhk,831,1,83.7447,Chennai,1
Chrompet,1 bhk,1152,1,74.1885,Chennai,1
Chrompet,2 bhk,1277,1,103.6659,Chennai,2
Velachery,2 bhk,1633,1,91.2759,Chennai,2
Karapakkam,1 bhk,991,1,32.7625,Chennai,1
Karapakam,2 bhk,1387,2,118.9475,Chennai,2
Chrompet,1 bhk,1017,1,95.7364,Chennai,1
KK Nagar,2 bhk,1643,1,90.2486,Chennai,2
Chrompet,1 bhk,1079,1,134.4765,Chennai,1
Chrompet,1 bhk,842,1,85.7524,Chennai,1
Velachery,2 bhk,1542,1,101.5822,Chennai,2
Adyar,1 bhk,876,1,72.08905,Chennai,1
Karapakkam,1 bhk,770,1,69.9275,Chennai,1
Chrompet,1 bhk,941,1,123.576,Chennai,1
Karapakkam,1 bhk,1000,1,64.6175,Chennai,1
Karapakkam,1 bhk,1258,1,52.2925,Chennai,1
Chrompet,1 bhk,787,1,113.1245,Chennai,1
Chrompet,1 bhk,1186,1,122.7435,Chennai,1
Karapakkam,2 bhk,1335,2,79.28625,Chennai,2
Velachery,3 bhk,1827,2,84.8008,Chennai,3
Karapakkam,1 bhk,881,1,55.7225,Chennai,1
Chrompet,2 bhk,1253,1,158.5155,Chennai,2
Velachery,2 bhk,1754,1,168.8276,Chennai,2
Chrompet,1 bhk,724,1,88.4095,Chennai,1
Chrompet,1 bhk,944,1,87.5428,Chennai,1
Chrompet,1 bhk,1078,1,140.304,Chennai,1
Anna Nagar,2 bhk,1871,1,224.9919,Chennai,2
Anna Nagar,2 bhk,1861,1,192.5773,Chennai,2
Chrompet,1 bhk,1069,1,88.5715,Chennai,1
Velachery,3 bhk,1861,2,85.5555,Chennai,3
Chrompet,1 bhk,876,1,75.218,Chennai,1
Karapakkam,1 bhk,1216,1,80.3025,Chennai,1
KK Nagar,3 bhk,2144,2,125.0596,Chennai,3
Anna Nagar,1 bhk,1675,1,195.5492,Chennai,1
Velachery,2 bhk,1721,1,158.2556,Chennai,2
Anna Nagar,1 bhk,1719,1,194.9467,Chennai,1
Chrompet,1 bhk,832,1,124.167,Chennai,1
Karapakkam,1 bhk,1218,1,68.2475,Chennai,1
Adyar,1 bhk,1178,1,117.314,Chennai,1
T Nagar,1 bhk,1551,1,183.0285,Chennai,1
Anna Nagar,1 bhk,1562,1,199.7177,Chennai,1
T Nagar,1 bhk,1700,1,139.1432,Chennai,1
Chrompet,2 bhk,1263,1,114.444,Chennai,2
Anna Nagar,1 bhk,1664,1,191.4758,Chennai,1
Chrompet,1 bhk,1073,1,95.2236,Chennai,1
Karapakkam,1 bhk,632,1,50.7025,Chennai,1
T Nagar,2 bhk,1874,1,219.4171,Chennai,2
Chrompet,1 bhk,884,1,88.124,Chennai,1
Karapakkam,1 bhk,657,1,51.9925,Chennai,1
KK Nagar,4 bhk,2403,2,115.1794,Chennai,4
Karapakkam,1 bhk,1001,1,45.9375,Chennai,1
T Nagar,1 bhk,1734,1,188.0983,Chennai,1
Adyar,1 bhk,743,1,82.9251,Chennai,1
